"Lnc/ CircRNA name","Cancer name","Methods","Expression pattern","Mechanism","Function","Clinical","Pubmed ID","Details","Box Plot","Stage Plot","Survival","Similar","Network"
"SNHG3","intrahepatic cholangiocarcinoma","Microarray, RT-qPCR","up-regulated","","","","31934101","details","","","","",""
"SNHG3","hepatocellular carcinoma","qRT-PCR, Western blot","up-regulated","","","","31692508","details","","","","",""
"SNHG3","hepatocellular carcinoma","qPCR, Western blot","up-regulated","","","","30132868","details","","","","",""
"SNHG3","hepatocellular carcinoma","RNA-seq, qPCR, ISH etc.","up-regulated","","","","26373735","details","","","","",""
"SNHG4","liver cancer","RNAseq","up-regulated","","","","31967298","details","","","","",""
"SNHG5","hepatocellular carcinoma","qPCR, Western blot etc","up-regulated","","","","32329834","details","","","","",""
"SNHG5","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay","up-regulated","","","","30166525","details","","","","",""
"SNHG6","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RNAi, RIP","differential expression","","","","29844127","details","","","","",""
"SNHG6","cholangiocarcinoma","qPCR, Western blot, Luciferase reporter assay etc","up-regulated","","","","32226515","details","","","","",""
"SNHG6","hepatocellular carcinoma","qPCR, Luciferase reporter assay, Western blot","up-regulated","","","","31563323","details","","","","",""
"SNHG6","hepatocellular carcinoma","Microarray, qPCR, Western blot, Luciferase reporter assay, RIP","up-regulated","","","","31258024","details","","","","",""
"SNHG6","hepatocellular carcinoma","Microarray, qPCR, RNAi etc.","up-regulated","","","","27530352","details","","","","",""
"SNHG6","hepatocellular carcinoma","qPCR, western blot, RIP etc.","differential expression","","","","29844127","details","","","","",""
"SNHG7","hepatocellular carcinoma","qPCR, Luciferase reporter assay, Western blot","up-regulated","","","","31545291","details","","","","",""
"SNHG7","hepatocellular carcinoma","qPCR, Western blot","up-regulated","","","","31298322","details","","","","",""
"SNHG8","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.","up-regulated","","","","30537734","details","","","","",""
"SOX2-OT","cholangiocarcinoma","qPCR, Western blot, Luciferase reporter assay, etc.","up-regulated","","","","30556855","details","","","","",""
"SOX21-AS1","hepatocellular carcinoma","qPCR, Western blot, in vitro knockdown, RIP","up-regulated","","","","29772433","details","","","","",""
"SOX21-AS1","hepatocellular carcinoma","qPCR, RIP, Western blot etc.","up-regulated","","","","29772433","details","","","","",""
"SOX2OT","hepatocellular carcinoma","qPCR, Western blot, in vitro knockdown, RNAi","up-regulated","","","","29963193","details","","","","",""
"SOX2OT","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","26703382","details","","","","",""
"SOX2OT","cholangiocarcinoma","qPCR, in vitro knockdown etc.","up-regulated","","","","29246536","details","","","","",""
"SOX2OT","hepatocellular carcinoma","qPCR, RNAi etc.","up-regulated","","","","26097588","details","","","","",""
"SOX2OT","hepatocellular carcinoma","qPCR, Western blot, RNAi","up-regulated","","","","29963193","details","","","","",""
"SOX9-AS1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, RIP","up-regulated","","","","31402556","details","","","","",""
"SPRY4-IT1","hepatocellular carcinoma","qRT-PCR, Western blot, RNA-seq, RIP","up-regulated","","","","31943198","details","","","","",""
"SPRY4-IT1","cholangiocarcinoma","qPCR, Western blot, Luciferase reporter assay, RIP etc.","up-regulated","","","","29642935","details","","","","",""
"SPRY4-IT1","hepatocellular carcinoma","qPCR, RNAi, Western blot, RIP, ChIP, Cell proliferation assay etc.","up-regulated","","","","27899259","details","","","","",""
"SPRY4-IT1","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","27278245","details","","","","",""
"SPRY4-IT1","hepatocellular carcinoma","qPCR, Western blot","up-regulated","","","","29214989","details","","","","",""
"SRHC","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","27495068","details","","","","",""
"SRHC","hepatocellular carcinoma","qPCR etc.","down-regulated","","","","25512078","details","","","","",""
"SUMO1P3","hepatocellular carcinoma","qPCR","up-regulated","","","","29905911","details","","","","",""
"SUMO1P3","hepatocellular carcinoma","qRT-PCR, Western blot, Luciferase reporter assay","up-regulated","","","","31970876","details","","","","",""
"SUMO1P3","hepatocellular carcinoma","qPCR, etc.","up-regulated","","","","29905911","details","","","","",""
"TATDN1","hepatocellular carcinoma","qPCR, Luciferase reporter assay","up-regulated","","","","31378885","details","","","","",""
"TCAM1P-004","hepatocellular carcinoma","qPCR, Western blot analysis, RIP, etc.","down-regulated","","","","30718359","details","","","","",""
"TCL6","hepatocellular carcinoma","qRT-PCR, Western blot","down-regulated","","","","32020591","details","","","","",""
"TCL6","hepatocellular carcinoma","RNA-seq","up-regulated","","","","30916406","details","","","","",""
"TCONS_00006195","hepatocellular carcinoma","qPCR, Western blot, in vitro knockdown, RNAi, RIP, etc.","down-regulated","","","","30518748","details","","","","",""
"TCONS_00014512","hepatoblastoma","Microarray, qPCR etc.","down-regulated","","","","24465615","details","","","","",""
"TCONS_00014652","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","27729273","details","","","","",""
"TCONS_00014978","hepatoblastoma","Microarray, qPCR etc.","up-regulated","","","","24465615","details","","","","",""
"TCONS_00018278","hepatocellular carcinoma","Microarray, qPCR etc.","down-regulated","","","","24876753","details","","","","",""
"TCONS_00024647","hepatoblastoma","Microarray, qPCR etc.","down-regulated","","","","24465615","details","","","","",""
"TCONS_00027978","hepatocellular carcinoma","qPCR","down-regulated","","","","29271999","details","","","","",""
"TCONS_00090092_MEG3","hepatoblastoma","Microarray, qPCR etc.","up-regulated","","","","24465615","details","","","","",""
"TCONS_l2_00000179","hepatoblastoma","Microarray, qPCR etc.","up-regulated","","","","24465615","details","","","","",""
"TCONS_l2_00004424","hepatoblastoma","Microarray, qPCR etc.","up-regulated","","","","24465615","details","","","","",""
"TCONS_l2_00006843","hepatoblastoma","Microarray, qPCR etc.","down-regulated","","","","24465615","details","","","","",""
"TCONS_l2_00014091","hepatoblastoma","Microarray, qPCR etc.","up-regulated","","","","24465615","details","","","","",""
"TCONS_l2_00018070","hepatoblastoma","Microarray, qPCR etc.","down-regulated","","","","24465615","details","","","","",""
"TCONS_l2_00018071","hepatoblastoma","Microarray, qPCR etc.","down-regulated","","","","24465615","details","","","","",""
"TCONS_l2_00020565","hepatoblastoma","Microarray, qPCR etc.","down-regulated","","","","24465615","details","","","","",""
"TCONS_l2_00021262","hepatoblastoma","Microarray, qPCR etc.","up-regulated","","","","24465615","details","","","","",""
"TCONS_l2_00030560","hepatoblastoma","Microarray, qPCR etc.","down-regulated","","","","24465615","details","","","","",""
"TGFB2-AS1","hepatocellular carcinoma","qRT-PCR , in vitro knockdown etc.","up-regulated","","","","31066006","details","","","","",""
"TGLC15","hepatocellular carcinoma","qPCR, in vitro knockdown, RIP, etc.","up-regulated","","","","31495979","details","","","","",""
"THOR","hepatocellular carcinoma","qPCR, Western blot","up-regulated","","","","30098425","details","","","","",""
"THOR","liver cancer","qPCR, Western blot, Luciferase reporter assay, other","up-regulated","","","","30359743","details","","","","",""
"TINCR","hepatocellular carcinoma","RT-qPCR, Western blot","up-regulated","","","","31994189","details","","","","",""
"TINCR","hepatocellular carcinoma","qPCR, Western blot analysis","up-regulated","","","","31900116","details","","","","",""
"TINCR","hepatocellular carcinoma","qPCR, Western blot etc.","up-regulated","","","","28546230","details","","","","",""
"TMEVPG1","hepatocellular carcinoma","Microarray, qPCR etc.","down-regulated","","","","27894309","details","","","","",""
"TP73-AS1","cholangiocarcinoma","qPCR, in vitro knockdown","up-regulated","","","","29966969","details","","","","",""
"TP73-AS1","hepatocellular carcinoma","qPCR","up-regulated","","","","31564201","details","","","","",""
"TP73-AS1","hepatocellular carcinoma","qPCR","up-regulated","","","","31210297","details","","","","",""
"TP73-AS1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay","up-regulated","","","","28403886","details","","","","",""
"TP73-AS1","cholangiocarcinoma","qPCR, Flow cytometry assay, etc.","up-regulated","","","","29966969","details","","","","",""
"TPTE2P1","hepatocellular carcinoma","qRT-PCR , Western blot , in vitro knockdown etc.","up-regulated","","","","31114999","details","","","","",""
"TPTEP1","hepatocellular carcinoma","qRT-PCR , Luciferase reporter assay , RNA-seq , Western blot etc.","up-regulated","","","","31072375","details","","","","",""
"TRERNA","hepatocellular carcinoma","qPCR, RNAi, Western blot, Dual luciferase reporter assay etc.","up-regulated","","","","26608035","details","","","","",""
"TRERNA1","hepatocellular carcinoma","qRT-PCR , Western blot , RIP , in vitro knockdown etc.","up-regulated","","","","31012192","details","","","","",""
"TRPM2-AS","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","29081064","details","","","","",""
"TSIX","hepatocellular carcinoma","qRT-PCR etc.","up-regulated","","","","31004302","details","","","","",""
"TSLD8","hepatocellular carcinoma","qPCR, RIP","down-regulated","","","","31230746","details","","","","",""
"TSPAN12","hepatocellular carcinoma","RNA-seq, qPCR etc.","up-regulated","","","","32222644","details","","","","",""
"TUC338","hepatocellular carcinoma","Microarray, qPCR, RNAi, Western blot, Northern blot etc.","up-regulated","","","","21187392","details","","","","",""
"TUC338","hepatocellular carcinoma","qPCR, RNAi, Western blot, MTT assay etc.","up-regulated","","","","27878301","details","","","","",""
"TUC338","hepatocellular carcinoma","Luciferase reporter assay, Microarray, Western blot, qPCR, etc.","up-regulated","","","","29888750","details","","","","",""
"TUC339","hepatocellular carcinoma","qPCR, Western blot, RNAi, other","up-regulated","","","","30274167","details","","","","",""
"TUC339","hepatocellular carcinoma","qPCR, RNAi etc.","up-regulated","","","","24167654","details","","","","",""
"TUG1","hepatocellular carcinoma","qPCR, Western blot, in vitro knockdown","up-regulated","","","","31949695","details","","","","",""
"TUG1","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown","up-regulated","","","","29791864","details","","","","",""
"TUG1","hepatoblastoma","qPCR, Western blot etc.","differential expressed","","","","32341656","details","","","","",""
"TUG1","hepatocellular carcinoma","RT-qPCR, Dual luciferase reporter assay, Western blot assay","up-regulated","","","","31920462","details","","","","",""
"TUG1","hepatocellular carcinoma","qPCR, Western blot, RIP","up-regulated","","","","30092578","details","","","","",""
"TUG1","hepatocellular carcinoma","qPCR, Western blot","up-regulated","","","","31301261","details","","","","",""
"TUG1","intrahepatic cholangiocarcinoma","qPCR, Western blot, Luciferase reporter assay etc.","up-regulated","","","","29371936","details","","","","",""
"TUG1","hepatoblastoma","qPCR, RNAi, Western blot etc.","up-regulated","","","","27362796","details","","","","",""
"TUG1","cholangiocarcinoma","qPCR, Western blot etc.","up-regulated","","","","29029475","details","","","","",""
"TUG1","hepatocellular carcinoma","qPCR, RNAi, Western blot, RIP, Flow cytometry assay etc.","up-regulated","","","","26336870","details","","","","",""
"TUSC7","hepatocellular carcinoma","qPCR, RNAi, Western blot, Cell proliferation assay etc.","down-regulated","","","","27002617","details","","","","",""
"UBE2CP3","hepatocellular carcinoma","qPCR, Western blot, in vitro knockdown","up-regulated","","","","29866133","details","","","","",""
"UBE2CP3","hepatocellular carcinoma","Microarray, qPCR, Western blot etc.","up-regulated","","","","29029437","details","","","","",""
"UBE2CP3","hepatocellular carcinoma","qPCR, RNAi, Western blot etc.","up-regulated","","","","29866133","details","","","","",""
"uc.134","hepatocellular carcinoma","qPCR, RIP etc.","down-regulated","","","","28420424","details","","","","",""
"uc.338","hepatocellular carcinoma","qPCR, RNAi, RIP etc.","up-regulated","","","","27154519","details","","","","",""
"UC001kfo","hepatocellular carcinoma","RNA Sequencing etc.","up-regulated","","","","28786067","details","","","","",""
"UC001kfo","hepatocellular carcinoma","qPCR, RNAi, Western blot, MTT assay etc.","up-regulated","","","","28088733","details","","","","",""
"uc001lsz","liver cancer","qPCR etc.","down-regulated","","","","24063685","details","","","","",""
"uc001ncr","hepatocellular carcinoma","Microarray, qPCR etc.","down-regulated","","","","26674525","details","","","","",""
"uc002mbe.2","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","27495068","details","","","","",""
"uc002mbe.2","liver cancer","qPCR, Western blot, RNAi, RIP","up-regulated","","","","28993733","details","","","","",""
"uc002mbe.2","liver cancer","Microarray, qPCR etc.","down-regulated","","","","23643933","details","","","","",""
"uc002pyc","hepatocellular carcinoma","Microarray, qPCR, RIP, RNA pull-down assay etc.","up-regulated","","","","21769904","details","","","","",""
"uc003yqb.1","hepatocellular carcinoma","Microarray, qPCR etc.","down-regulated","","","","25025236","details","","","","",""
"uc004bdv.3","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","26109807","details","","","","",""
"UCA1","hepatocellular carcinoma","qPCR","up-regulated","","","","31354286","details","","","","",""
"UCA1","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","32329833","details","","","","",""
"UCA1","hepatocellular carcinoma","qPCR","up-regulated","","","","30918102","details","","","","",""
"UCA1","hepatocellular carcinoma","qPCR, Western blot","up-regulated","","","","30070319","details","","","","",""
"UCA1","intrahepatic cholangiocarcinoma","qPCR, Luciferase reporter assay","up-regulated","","","","31258634","details","","","","",""
"UCA1","cholangiocarcinoma","qPCR, Western blot etc.","up-regulated","","","","29221199","details","","","","",""
"UCA1","liver cancer","qPCR, Western blot, RIP etc.","up-regulated","","","","26581161","details","","","","",""
"UCA1","liver cancer","qPCR, Western blot, RIP, ChIP, ISH etc.","up-regulated","","","","26513297","details","","","","",""
"UCA1","liver cancer","qPCR, Western blot, in vitro knockdown","up-regulated","","","","29523218","details","","","","",""
"UCA1","hepatocellular carcinoma","qPCR","up-regulated","","","","28856933","details","","","","",""
"UCA1","hepatocellular carcinoma","qPCR, Western blot etc.","down-regulated","","","","29748795","details","","","","",""
"UCA1","hepatocellular carcinoma","qPCR, Western blot, RIP, Luciferase reporter assay etc.","differential expression","","","","27167190","details","","","","",""
"UCA1","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","27215316","details","","","","",""
"UCA1","hepatocellular carcinoma","qPCR, Western blot etc.","up-regulated","","","","27283940","details","","","","",""
"UCA1","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","26551349","details","","","","",""
"UCA1","hepatocellular carcinoma","qPCR, Western blot, Northern blot, Flow cytometry assay etc.","up-regulated","","","","17416635","details","","","","",""
"UCA1","hepatocellular carcinoma","qPCR, RNAi, Western blot, RIP, Luciferase reporter assay, Cell proliferation assay etc.","up-regulated","","","","28271214","details","","","","",""
"UCA1","hepatocellular carcinoma","qPCR, RNAi, Western blot, RIP etc.","up-regulated","","","","25760077","details","","","","",""
"UCA1","hepatocellular carcinoma","qPCR, RNAi, Western blot, RIP, ChIP, Flow cytometry assay etc.","up-regulated","","","","27009634","details","","","","",""
"UCA1","Hepatocellular Carcinoma","qRT-PCR, Western blotting, in vitro knockdown, RIP etc.","up-regulated","","","","31040354","details","","","","",""
"UCHL1-AS1","hepatocellular carcinoma","qPCR","down-regulated","","","","31938339","details","","","","",""
"ULK4P2","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","26109807","details","","","","",""
"UM9-5","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","26378581","details","","","","",""
"Unigene56159","hepatocellular carcinoma","qPCR, RNAi, Western blot, Cell migration and invasion assay, MTT assay etc.","up-regulated","","","","27597739","details","","","","",""
"WDFY3-AS2","hepatocellular carcinoma","qPCR, RNAi, Cell proliferation assay, Cell migration assay etc.","differential expression","","","","28194035","details","","","","",""
"WDFY3-AS3","hepatocellular carcinoma","qPCR","NA","","","","30037433","details","","","","",""
"WEE2-AS1","hepatocellular carcinoma","qPCR, Western blot, other","up-regulated","","","","30471857","details","","","","",""
"WFDC21P","hepatocellular carcinoma","other","down-regulated","","","","31959898","details","","","","",""
"WT1-AS","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay etc.","down-regulated","","","","26462627","details","","","","",""
"X91348","Hepatocellular Carcinoma","qPCR","down-regulated","","","","31349749","details","","","","",""
"XIST","hepatocellular carcinoma","qPCR , in vitro knockdown, Luciferase reporter assay etc","up-regulated","","","","31799653","details","","","","",""
"XIST","hepatocellular carcinoma","qPCR, Dual luciferase reporter assay","down-regulated","","","","30091314","details","","","","",""
"XIST","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay, in vitro knockdown","down-regulated","","","","31384173","details","","","","",""
"XIST","hepatocellular carcinoma","qPCR etc.","differential expression","","","","27100897","details","","","","",""
"XIST","hepatocellular carcinoma","qPCR etc.","down-regulated","","","","27776968","details","","","","",""
"XIST","hepatocellular carcinoma","qPCR, Western blot, Luciferase reporter assay etc.","down-regulated","","","","29227532","details","","","","",""
"XIST","hepatocellular carcinoma","qPCR, RNAi, Western blot, RIP, Luciferase reporter assay etc.","up-regulated","","","","28231734","details","","","","",""
"XIST","hepatocellular carcinoma","qPCR, Western blot etc.","differential expression","","","","28388883","details","","","","",""
"XLOC014172","hepatocellular carcinoma","qPCR","differential expression","","","","29130980","details","","","","",""
"XLOC_010235","hepatocellular carcinoma","qPCR, Western blotting etc.","up-regulated","","","","29164575","details","","","","",""
"XLOC_014172","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","25714016","details","","","","",""
"XLOC_014515","hepatocellular carcinoma","qPCR, RNAi, Cell proliferation assay, Cell migration assay etc.","differential expression","","","","28194035","details","","","","",""
"XLOC_015969","hepatocellular carcinoma","qPCR, RNAi, Cell proliferation assay, Cell migration assay etc.","differential expression","","","","28194035","details","","","","",""
"XLOC_017603","hepatocellular carcinoma","RNA-seq, qPCR etc.","down-regulated","","","","27115166","details","","","","",""
"XLOC_055355","hepatocellular carcinoma","qPCR, RNAi, Cell proliferation assay, Cell migration assay etc.","differential expression","","","","28194035","details","","","","",""
"XLOC_124812","hepatocellular carcinoma","RNA-seq, qPCR etc.","down-regulated","","","","27115166","details","","","","",""
"XR_243433.2","hepatocellular carcinoma","Microarray, qPCR, RNAi etc.","up-regulated","","","","27285756","details","","","","",""
"XR_944502.1","hepatocellular carcinoma","Microarray, qPCR, RNAi etc.","down-regulated","","","","27285756","details","","","","",""
"Y3","hepatocellular carcinoma","Microarray, qPCR etc.","down-regulated","","","","27894309","details","","","","",""
"ZEB1-AS1","liver cancer","qRT-PCR, Western blotting etc.","up-regulated","","","","30988735","details","","","","",""
"ZEB1-AS1","hepatocellular carcinoma","Microarray, qPCR etc.","up-regulated","","","","27894309","details","","","","",""
"ZEB1-AS1","hepatocellular carcinoma","Microarray, qPCR, RNAi etc.","up-regulated","","","","26073087","details","","","","",""
"ZEB2-AS1","hepatocellular carcinoma","qPCR, RNAi, Western blot, Cell proliferation assay etc.","up-regulated","","","","27748842","details","","","","",""
"ZFAS1","hepatoblastoma","qPCR, Western blot, Luciferase reporter assay, RIP etc","up-regulated","","","","31781561","details","","","","",""
"ZFAS1","hepatocellular carcinoma","qPCR etc","up-regulated","","","","31781169","details","","","","",""
"ZFAS1","hepatocellular carcinoma","qPCR etc.","up-regulated","","","","29559565","details","","","","",""
"ZFAS1","hepatocellular carcinoma","qPCR, RIP, Luciferase reporter assay etc.","up-regulated","","","","26069248","details","","","","",""
"ZNF674-AS1","hepatocellular carcinoma","qPCR etc.","down-regulated","","","","27896271","details","","","","",""
"ZNFX1-AS1","hepatocellular carcinoma","qPCR, RNAi, Western blot, Cell proliferation assay, Cell apoptosis assay etc.","down-regulated","","","","27574442","details","","","","",""
